id,review_description,Toxicity
24995,عدم تقييد بعض المطاعم بسعر التوصيل حسب قرار وزارة التجارة وهذا الشئ من مهمام ادارة الموقع بالزام اصحاب المطاعم بتقييد بتسعيرة التوصيل,1
24996,وراس امي لحد يحمل هالزق لانه صارلي 5 ساعات طالبه وما يا وربي يشهد يلعن ابو هالبرنامج😠😠😠😠,-1
24998,جدا جميل نشكركم من الاعماق,1
24999,شكراً❤❤.,1
25000,ويمين بالله تاخير ساعتين ساعه ونص الواحد يموت جوع وما وصل واحيان تجي ناقصه لكن الحين بحذفه ونصيحه لحد ينزله ياحسافه الشي بس يشتهر يخرب 👌👌👌👌👌,-1
25001,جدا جميل نترقب للأفضل,1
25003,اللة لايسامحكم كلو كذب محد بنزلة خدوها  نصيحه  من أخوكم هانيييي مش ام هل تطبيق ممنيك,1
25004,افضل برنامج طلبات قد جربت بصراحه ما في افضل منه 👍,1
25005,راااااائع جداااا,1
25006,ازبالة او اصلن مو من دولتنة العراق اعرف هل قصص يومين اوخلص😏,-1
25007,Take care of your customers,-1
25008,حرام عليكم طلب الاكل أكثر من 3ساعات وبعدين يلغو الطلب ليه .مقهوره,-1
25009,خدمه ممتازه .. بس اتمنى تحطون خدمة توصيل لبعض المطاعم لان ما يوصلون للجهراء 🌹,1
25010,اجمل موقع طلبات فمستوى العالم   العالم,1
25011,البرنامج رائع جدا جدا,1
25012,يجننن واللهي,1
25014,برنامج زباله ما طلبت ولا مره وما حد جابلي هههههههههه,-1
25015,اتمنى لبعض المدن لا يصلح هذا التطبيق زباله لين ما يوصل 3 ساعات استغرق و ازفت شي شفته و الله لو رحت وطلبت ورجعت ما كملت 3 ساعات انا بالنسبه لي برنامج فاشل جدا جدا,-1
25016,اشكركم,1
25017,كلو زق,-1
25018,جميل جدا واو❤❤❤❤❤❤❤💋,1
25019,خيال استمرو,1
25020,ح.......,1
25027,البرنامج كذب,-1
25029,بس ما في  عندي على  الاردن,1
25030,تطبيق يعبيلك بطنك 😁😁,1
25031,هو متوفر فى مصر ولا دول الخليج فقط ارجوا الرد بسرعة..,1
25032,ااططللق برنامج🌚❤❤.,1
25033,سلام عليكم أنا طلبت من عندكم طلبيات ولي ساعتين عشان أنتظر ومجاني الطلب ياليت ت جيبولي الطلب,-1
25034,مميز ورائع جدا,1
25035,أحب ذا البرنامج يقدم لنا جميع المطابخ والمطاعم شكرا ل اللي سواها,1
25036,كنتاكي دايما يتأخر,1
25037,جميييييل جدا و سهل الاستخدام بس ياليت تتوفر جميع مطاعم المنطقة نفسها,1
25038,البرنامج روعهههه يوفر عليك كل شي بدال ماتتصل تطلب اونلاين,1
25039,الصراحه احسن برنامج وراءع جدا جدا,1
25040,سنيز,1
25041,شي جميل ويفر رصيد الهاتف النقال ويسرع الطلب,1
25043,مجهود واضح والله يعطيكم ألف عافيه,1
25045,الموقع حيل ممتاز وحبيته ❤,1
25046,رائع جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا,1
25047,سهل الحياة و هو جميل بس ما عندكم محبوس دياي,1
25049,أشكركم على البرنامج .. أفادني كثير في وقت زيارتي لمدينة أخرى وما عندي سيارة فصار أغلب طلباتي عن طريق البرنامج .. أرتحت فشكرا مرة اخرى ..,1
25050,البرنامج سهل طلب اكل بس علشان تستلم أكل يتأخر,1
25051,خدمه سريعه او ممتازه,1
25052,رااع جججججطددددددننننننن نصيحاء حملوه 😘😘😘😘😘😘,1
25053,"جید جدا""",1
25054,الصراحه رائع جدا جدا,1
25055,لا يشتغل بعد التحديث الجديد لايوجد الا مطعمين,-1
25056,ارجو توسيع المناطق لانه بعض المناطق لا يوجد لها توصل او اسمها ف التطبيق مافي ارجو معالجه التطبيق ونحن ننتضر هاذا التحديث,-1
25057,رائع جدااااااا,1
25058,مايتحمل في جوالي اتمنا انت تصلحو هذي المشكله,-1
25059,واو   واو😄😐,1
25060,جميل ولكن أحيانا يتأخر,1
25061,صراحة تجربتي جدا سيئة في الطلب ومن قبل الموظفين العاملين في الكول سنتر جدا ناس زبالة,-1
25062,انصح الجميع بتحميله برنامج ولا اروع منه,1
25064,التطبيق جمميل,1
25065,خوش برنامج حلو مافي احسن منه👌👍❤,1
25066,جميل تقدر تاخذ راحتك حتا وانت في العمل,1
25067,الحد الأدنى للطلب عالي,1
25068,والله الصراحه حلو لاكن يوجد خطاء صغير اللي هو يعلق ف تقيمي:10من10 ❤,1
25069,جيد للموظفين,1
25070,جميل جدا و ممتاز,1
25071,شكرا موقع ممتاز بس فيه ملاحظه هي تحديد الاسعار مايصير الحد الادنى هو يأخذ رسوم توصيل حسب قانون وزارة التجاره وشكرا,1
25072,ممتاز...وخاصه للي ما له خلق يطلع بالزحمه,1
25073,مررررره روعه,1
25074,رائع سهل الاستخدام وموفر للوقت,1
25076,حلووووو وايد وايد,1
25078,انه لضيض😥😍,1
25079,انصحكم فيها التطبيق ولا اروع☝️,1
25080,جممييللل,1
25081,شي جميل بصراحه,1
25082,وةة,1
25083,البرنامج ممتاز ويستحق خمس نجوم,1
25084,الصراحه المره الاولى طلبت وبسرعه جا الصراحه حلو التطبيق والحين توني طالبه واتمنى يوصل بسرعه,1
25085,حلو وسهل,1
25086,تغطيه البرنامج لمطاعم السعوديه شي جدا جدا موسف وتاخير ساعه وزياده جربتو ثلاث مرات عشان توقعت الخطا مرا لانو اشوف العالم تمدح واعلانات مبالغ فيها اتمنى في مصداقيه اكثر بالوقت مو معقول يوصلني الاكل بااارد,-1
25087,سيئ جدا الاكل يوصل باارد وسعر التوصيل  مبالغ فيه ولا يوجد اهتمام بالزبون,-1
25088,صراحه شي عجيب واتمنى تزيدون المطاعم  ( ستاربكس أم الهيمان)😜❤,1
25089,ارجو ان يصبح توصيل الطلب أسرع,1
25090,Goog👍,1
25091,تطبيق ممتاز جدآ,1
25092,التأخير في التوصيل و وصول الوجبات باردة,1
25093,سوي التخفيضات فيه,-1
25094,برنامج ولا اروع,1
25095,شكرا علي مجهوداتكم وديما للامام,-1
25097,انا اعطيته نجمه لانه مافيه مدينة نجران,-1
25098,بصراحة البرنامج جدا طيب ورهيب لشخص اللي مايحب ينزل الشارع وتحياتي لكم,1
25099,انه رائع ويساعد الناس المحتاجين  كهاذي المساعدات,1
25100,التعامل سيئ لاتوجد متابعه ومافي مصداقيه,1
25103,انصحكم بتحميله,1
25104,التطبيق ممتاز الصراحة,1
25106,ممتازة واتمنى تكثرو م انواع المطاعم في قائمتكم,1
25107,عجيب هالتطبيق سهل علينا الطلب,1
25177,السعودية,1
25896,الاستخدام جدا جميل,1
25897,ممتاز افضل تطبيق لطلب الطعام انا طلبت بس ما جاني في الموعد بس جاني قبل الموعد افضل تطبيق,1
25898,أنه جميل  جدا☺,1
25899,التطبيق جدا رائع وواضح والطلبات مصوره وواضحه وطلبت من بوبايز الطلب جا في نص ساعه او اكثر شوي بالنسبه لي كان الطلب سريع لان كان مكتوب الطلب ياخذ 60 دقيقه لاكن تفاجئت بالطلب جا باسرع وشكراً 💜💜😍😍,1
25900,سيئ ومعاملة السنتر كول زي الزفت تطلب يوصلون بعز كم ساعه,-1
25901,الصراحه مره روعه,1
25902,التطبيق فاشل لا يهتمون بزبائن و اسلوب كلام المطعم و مال الموقع وقح جداً و لايجيبون الطلب,-1
25903,االرنامج ممتاز والله يعطي القائمين على البرنامج العافيه,1
25904,فقط ناقص توضيح المنيو والأسعار,1
25905,التوصيل كان سريع,1
25906,حلو  حلو,1
25907,فاشششل ما يعرض كل المطاعم فقط 3 مطاعم,-1
25908,تأخير في توصيل الطلبات يقول ساعة و عقب ساعتين يوصل انا اقول اطلب من الكفتريا احسن وأرخص,-1
25909,لا يوجد احترام للزبائن و يكنسلون الطلب و انت لاتعلم التطبيق فاشل  ما يقول يوم يقفل مطعم,-1
25910,أعجبني تطبيق طلبات أنه رائع,1
25911,جمايل,1
25912,روعه اهنيكم,1
25913,مجرد ما اطلب ساعات معدوده والطلب يكون عندي بصراحه الموقع جدا جميل شكرا لكل القائمين عليه ونطمح للتطوير,1
25914,اكثر موقع معفن يع ما عجبني  ما عجبني موقع زفت ومعفن بعد وارجوا التعديل فيه,-1
25915,والله حلو بس المشكله الحد الادنى لاني اطلب شي بسيط,1
25916,منجد .. منجد رااائع,1
25918,حبك,1
25919,برنامج يجننن الصراحه انا استفيد منه كثير احيانا المطعم الي ابيه م يرد بس استخدم البرنامج يوصل بسرعه و م يطول شكرا للي طلع البرنامج جد جد شكرا🌚💕,1
25920,تطبيق مفيد جدا وعملي ومتواصل جدا في حالة المطاعم الغير ملتزمة شكرا👍👍👍,1
25921,صراحه برنامج جدآ رائع وشكرا على جهودكم 😘😘👍👍👍👍💜,1
25922,زياده عدد المطاعم,1
25924,يجنن أنصح بتنزيله,1
25925,حلو شريت من البيتزا العصريه بالنظيم حلوة جداا,1
25926,"التطبيق جدا جميل ، المشكلة ان هناك فروع في بعض المطاعم ما تستحق الطلب عندها",1
25928,جميل بس التوصيلات متأخرة,1
25929,ممتازين بس بعض المطاعم مايستاهلون إضافة فالبرنامج,1
25930,ننفنفنف,1
25932,سيى جدا وياليت تعدلون خدمتكم الزباله,-1
25933,جميل لكن لو انه الخدمه سريعه وفعاله مدة 24ساعه أصبح أفضل المواقع💕,1
25934,جميل  جدا جدا,1
25935,بقول المنطقة الشمساني,-1
25939,تطبيق جيد بدل ما اقعد اتصل مليون سنة اقدر اطلب من عندهم بسرعة ومن غير ما يكون عندي هم,1
25940,يعطيكم والعافيه خوش برنامج,1
25941,ممتاااااااااز ورا ئع,1
25942,ولو الطلاب تجي في الوقت,1
25943,ايش اوصف هذا التطبيق روعه جميل والله جميل,1
25944,تطبيق جيد ❤,1
25945,التطبيق جدا ممتاز ويعطي خيارات كثيره اشكر القائمين عليه,1
25946,الكل يوصل بارد ومتأخر,1
25947,برنامج فاشل ماحد يجربه طلبت من ساعه3 ما وصلني طلب لين ساعه5 وماوصلني,-1
25948,طلبت من الساعة 3:46 لم يصل الطلب للان الساعة 6:٤٥ وتم الاتصال بالدعم ولم يفيد ..تطبيق فاشل فاشل,-1
25949,تطبيق فاشل من اول تجربه اتصلو علي بعد 45 دقيقه عشان ما اظلمهم بس عشان يقلون المطعم عطلان انت عنده 😕,-1
25950,سيء جدا طلبت الساعة 1:45 ودقو علي قبل 3 يقولون في صنف غير موجود نستبدله انصدمت باقي ما طلع قلت استبدلوه دقوا علي الساعة 4:11 قالوا ما عليش بس في صنف قد خلص تبي نغيره والا نستبعده بعدا نزلت تطبيق ثاني هنقرستيشن وطلبت يمدحونه بنجرب ونشوف,-1
25951,أتمنى من القائمين على البرنامج تطويره مثل برنامج كارديج بحيث تكون صور الطعام اوضح و اسهل للمستخدم و شكرا,1
25952,جربت كذا مطعم من هذا التطبيق وتطبيقات الاخرى اللي زيه كلها كانت سيئه  تأخير مستفز جدا اوقات يكون اكثر من ساعتين والاكل يجيك يا بارد يا بايت يا مسخن والي يوصل يعطيك رنه ويقفل او يرسل بليز كول مي ورغم انك تكتب العنوان فالبيانات يسألك عن العنوان!! ونصيه سوي لك ساندوش وقت جوعك اسلم والذ وانظف واسرعلك كمان😂💔 ولا تدفع ما يقارب ال200 ريال على اكل راح ترميه الله يكرم النعمه بس 😷😷😷  مو مقهوره غير على فلوسي اللي راحت على شي ما يستحق ريال حتى,-1
25953,كتيييير حلو😍😍😍😍😘,1
25954,تطبيق رائع لكن بعض المطاعم لا تضع صور للطعام و لا تكتب تفاصيل,1
25955,ممتاز وانصح فيه,1
25956,والله وايد وناسه ويعطيهم العافيه فتحو لنا هالبرنامج💕💕💕💕,1
25957,جميل وياخذ العقل,1
25958,عجيبيب وموطبييي كل شي سهل احلى مازعج نفسي,1
25959,انا احبه وايد يساعدني اذا ماعندي كاش اطلب من كنت بس الحين اشفي قام يخورها ما قام يصير الكتت ليش تطلع لي صفحه بيضه,1
25960,للاسف لم يكن مميزاً او حتى جيدا,-1
25962,واو يصلح حق سكس نيك,1
25963,المطاعم قادحه,1
25964,ممتاز جدن جدن,1
25965,ماله حل البرنامج,1
25966,حلو وايد لكن مرات يتأخر,1
25967,طيب لوني وين يجي,1
25968,انا طلبت من الساعهه 10وماجني الطلب والحين الساعه 11 وصحباتي يبون  يروحون عيب تفشلوني قدامهم ودعياتكم كلها كذابه+ترا الطلب لسى ما جا,-1
25970,فوق الممتاز ويستحق 6 نجوم,1
25971,حلوه مرااا,1
25972,كويس مرا حلو ويوصل في وقت,1
25973,ممتاز جدا بس يتأخرون في توصيل الطلبات,1
25974,ممتاز حيلللل,-1
25975,ممتاز🌹,1
25976,والله اني اطلب منه وانا جوعانه الاكل روعاه,1
25977,برنامج خرررررة ضليت ساعتين ناطر اخر شي يقولي الطلب لغوه عشان الرقم زين قول من اول شي تففففف على جذي برامج,-1
25978,جميل💖💖💖💖,1
25979,الاعلان تقتل,-1
25980,ولله دلحين ناس,1
25981,كويسين بس لو تبطلون تعطونا رنه وتقفلون لمر تجون كذا تمام ✋.,1
25982,نهم انه احمق و شكرا,-1
25983,ليس كل مناطق متوفره وأسعار مرتفعه جدا مبالغة بشكل كبير اقترح ان تضعون آليه لا اختيار مطاعم المتميزة في أكل لأن لاحظت مطاعم لا تنفع أن تكون في قائمه وتقليل من سعر وشكرا لكم,-1
25984,جربت الطلب من 4 مطاعم مختلفه وكانت خدمة أكثر من رائعة,1
25985,الططبيق جدا يستاهل مليون نجمه,1
25986,لا احب,1
25987,برنامج ممتاااااز,1
25988,جميل ساعدني كثير عند المناسبات والجمعات العائليه,1
25989,احبه مرة,1
25990,تطبيق جدا ممتاز ويريحك من عنا البحث والذهاب للمطاعم,1
25991,أنه راع,1
25992,تطبيق ممتاز ويستاهل 10 نجوم,1
25993,الله والله ممتااز بقوووه,1
25994,الإعلانات تظهر  على كرة القدم,-1
25995,من اروع البرامج اللي حملتها للطلبات 💕💕,1
25997,ممتاز جدا خلال عشر دقائق يوصل روووووعه,1
25998,البرنامج ممتاز جدا جدا جدا 100%,1
26000,حلوه مره كل الي اطلبوا بعد ساعة أو ساعتين يدقون الباب وافتح وطلب الي الطلب الي طلبته يجي بدو ن اي كلام حلوووووووووو😘😍,1
26001,طلبت  اشيا  وتو صلك في صرعت البرق,1
26002,مزعجينا بدعايتهم واخر شى احملة واحط منطقتي مايحطون المطاعم كلها حملة تطبيق هنقرستيشن حملوه احسن من هاذا طلع لي اغلب المطاعم,-1
26003,جربته مرا حلو,1
26004,موقع يوفر توصيل اغلب المطاعم بالكويت وتوصيل بالتايم,1
26005,أنصح الجميع بتحميل هذا التطبيق,1
26007,خربتوا ريجيمنا بس خوش موقع ❤👏,1
26008,مرا كلاب يوصلونه متاخر وفيه مصري وصخ هو الي يرد علينا ويغلط اقوله موقعي يقول انتي ماتفهمين ويقفل فوجهي ويطوووووول مرا مرا حرام فيه 5 نجوم والله,-1
26010,انا احببت التطبيق لكنه لا يتحمل على الجهاز انا احببت التطبيق لكنه لا يتحمل على الجهاز و شكراً,1
26011,موقع ممتاز وسهل والله يعطيكم الف عافيه يضمن حقك عند الطلب من مطعم,1
26012,يرجى وضع قاءمة للمطاعم التي لديها خدمة التوصيل مجانية وشكرا,1
26013,جيد جدا لحالات الطوارئ,1
26014,ممتاز  وفر علينا وقت وكل المطاعم موجوده,1
26015,جمييييل وانصح به...,1
26016,والله ياريت بدون تسجيل دخول احسن,1
26018,حلو حلو حلو,1
26019,الطلب يتأخر يجيك بعد 3ساعات,-1
26020,عجييب انصح الكل ينزله بس المشكله انه ما فيه ماكدونالدز ☹,1
26021,"هو التطبيق ممتاز لكن الحد الادنى لبعض المطاعم ورسوم التوصيل مرتفعه يفضل اعادة النظر فيها، بالاضافه الى ان هناك خيارات غير متاحه عند الطلب في بعض المطاعم",1
26023,حلوة و رائعه جدا جدا,1
26024,حلو التطبيق بس فيه شوي تعقيد😊,1
26025,الصراحة خووش تطبيق,1
26026,احله برنامج 😍,1
26027,ترا الطلب ي عيال الكلب رجعته علشان خذا ساعتين وتقولون 60 دقيقه ي نصابين  لعن الله ابو شركتكم ي عيال الكلب   وخدمتكم ترا زق زق    وانصحكم نصيحه لوجه الله لأحد يحمله لأنه زفت   خلوهم يخسرون لاحد يحمله   واتمنى الشركه تشوف كلامي وتتصل علي واتفاهم معاهم,-1
26028,والله لازم تهتمو اكثر انا من الامارا ام القيوين مو موجوده,-1
26029,لم اجرب بعد بس شكله رائع,1
26030,فناااااان,1
26031,تطبيق وايد حلو,1
26032,عجيب...ارتحنا من الاتصال عالمطاعم ونطرة انتهاء الموسيقى أو  (مش عايز تجرب حضرتك ....الخ الخ ) 😂 👏👍,1
26033,برنامج ممتاز بس مشكلته السرعة بتوصيل الطلبات,1
26034,طلبات برنامج جميل وشبع الطعام,1
26036,مافيه وجود لولايه بدبد ولا منطقه فنجاء ولذلك مو حلو,-1
26037,شكرا علي هذي الخدمه ارتحت من المشاوير,1
26038,البرنامج مره حلو أنا عندي جميع المطاعم 😊,1
26039,أقوى برنامج,1
26040,تطبيق جدا رائع و مريح 👍👍👍 أحببت التعديل الجديد 🖒,1
26041,ولله التطبيق حلو يجيني الطلب لبيتي,1
26042,موحلو لاتنزلونه□□□□●●●●,-1
26043,واو رائع,1
26044,رائع بس الحد الادنى يكون كثير على شخص واحد,1
26045,البرنامج عجيب,1
26046,هذا البرنامج يشتغل بس في الكويت,1
26047,معقد,-1
26048,إنها رائع,1
26049,ومتانة الصورة للتوضيح فقط,1
26050,انه يعجبن 👌,1
26051,هم يرسلون الأكل بارد جدا,-1
26053,وممتاز كل يوم يوصل طلبي. وا أنا حليا اطلب منه,1
26054,لائنهم يتأخرون,-1
26055,اتمنا لكم المزيد من التطور,1
26056,جميل جدا تطبيق راءع وسريع,1
26057,روعة في كل مكان للصغير و الكبير,1
26058,لكن يتاخر في احضار الطعام,1
26060,1-مهم ان يضاف موقع الطالب عبر جوجل ماب لخدمة التوصيل وعدم الاكتفاء بالعنوان  2-مهم ان يكون لمستخدمي التطبيق اسعار او عروض خاصه ولا نطلع من المولد بلا حمص,1
26061,برنامج ناجح الله يعطيكم العافيه,1
26062,رائع ....و فيه ثواب عظيم,1
26063,عجيب انصحكم تنزلوووووون,1
26066,شارع وادي الدواسر,1
26069,لازم اذا طلبت يقولون اطلبي اكثر,1
26070,فعلا أفضل برامج طلبات المطاعم هو الوحيد الي ما قد سحبوا علي المطاعم الي يتعاملون معهم لكن بس لو يضيفون وسيلة الدفع بالبطاقة الإئتمانية بالسعودية بتكمل ال 5 نجوم,1
26071,وش ذا التطبيق لازم تطلب وجبتين ولا مافي طلب على زق انتو وتطبيقكم,-1
26072,حرام فية النجمة اسوء المطاعم هي اعلى تقييم,-1
26073,التطبيق  سئ ويفتقر للمصداقية التقييم,-1
26074,جيد لا باس بس لو اطلب من المطعم مباشر يكون التوصيل مجاني اوفر لي😂,1
26075,قطع3 شارع 4 منزل 32,1
26076,انا انسا كلمات المرور,-1
26077,جمييييييييييل بمعنى الكلمه,1
26078,أحلى و اسرع توصيل,1
26079,"ممتاز بجميع المقاييس ، رائع الله يوفق القائمين عليه ويعطيهم تمام الصحه والعافيه",1
26080,انا احب طلبات دوتكوم,1
26081,برناامج مو حلو م يطلع لي كل المطاعم مع اني ساكنه قبالهم 💔,-1
26083,فااااااشلللللللللل,-1
26084,وحااار,1
26085,برنامج ممتاز وانت بأي مكان يوصل طلباتك لاولادك,1
26086,اكثر من ممتاز من اول مستخدمين كنت انا منذ نشأ عملي وويوفر  وقت ولا عمري اشتكيت منه صار لي 7 سنين معاهم الله يوفقكم,1
26087,خايس العامل يصارخ او مايحترمك,-1
26088,تطبيق ممتاز بس التوصيل شوي سيئ,1
26089,جميل ورائع يستحق المليون نجمه,1
26090,برنامج أكثر من رائع وأنصح الجميع بتحميله,1
26092,الفضل تطبيق,1
26093,راااااائع جداااا😻😻😻😻❤,1
26094,برنامج رائع لكن ينقصه التحديث بقائمة المطاعم الجديده باستمرار,1
26095,البرناامج فوق الممتاز ورائع واللي يقول غير كذا هذا سخيف وماعنده سالفه... المفروض نشكرهم مونطلع لعيوب منوا فينه مافي اعيوب او مايغلط بالعكس مشكووورين على الجهد الطيب ومنه للأعلى انشاءالله ....😉👌,1
26096,برنامج جدا مريح ورائع وكافي انه يفكنا من غثا الي يردون 😂,1
26097,سلح,-1
26098,اجمل برنامجج شكراااا مره ع الي سواهه😻❤,1
26099,صفحه الكنت ما طلعت وخليته كاش,-1
26101,جميل وسريع بالتوصيل,1
26102,كانت غلطه لن تتكرر لان الدعايه في التلفزيون غير الواقع,-1
26103,تطبيق رائع صراحه ابددداع,1
26104,جميييل انصح الجميع فيه,1
26105,مرااا,1
26106,مكه,1
26108,امين,1
26109,هو حلو بس كيف اسوي البريد الإلكتروني رجاء ردو علي بسرعه,1
26110,برنامج ممتاز .. أعجبني و مساهم في فعل الخير ..جزا الله القائمين علئ هذا العمل خير الجزاء,1
26113,تطبيق جميل ومفيد 🖒🖒🖒,1
26114,مررررررره مو حلووو وعع تخيلو طلبت الساعة 9 والحين الساعة 12 وباقي ما وصل كمان يمكن يسحبووننن  كلاااب سرررعة فيني جوووععع ياللله بطنني اسمع صوته مرره جيعاانه مرره وباقي ماوصل😢صحيت الساعة 7 وماكلت شي بس شربت مويه قال ايش قال قي 60 دقيقه يوصل الطلب يلعن ام الكذب انتضر الطلب يوصل بأمسح اممممم البرنامج والي اختترع ذا البرنامج الفااشل شبعت من الجوع🙂,-1
26115,ليش م فيه توصيل لحد ولايه شناص ......نريد توصيل لحد شناص ولوى الله يخليكم ...سلطنه عمان,-1
26116,ازق من ازق,-1
26117,جازان,1
26118,وايد حلو التطبيق والتوصيل سريع,1
26119,أحب ذا البرنامج,1
26120,ممتاز وعجيب,1
26121,حلو اتطبيق انصحكم فيه,1
26122,ليه مافيش مصر,-1
26123,خحن,1
26124,انا حبيييت سهل جدا ومريح ولا يتطلب ثواني عشان تختار بس لو يحطون مطعم ماك دونالدز يكون احسن بعد,1
26125,ممتاز انصح بتجربته,1
26126,مريح في نقل الأطعمة شكرا على الخدمة,1
26127,سهل الاستخدام وسرعة في التوصيل فقط لو يكثرو من وصف الوجبات بالغة العربية,1
26129,سلطان,-1
26130,سريع التواصل حدا عجيب و الله يعطيكم العافيه وشكرا,1
26131,سريع يوصلون الطلب احسسسن برنامج,1
26132,جميل ويحضر الطلب ساخن و بسرعة .,1
26133,البرنامج مناسب جدا,1
26134,أعتمد عليه في طلباتي 👍,1
26135,هو حلو لكن ينفع لطلبات اللي تكون مجموعة اشخاص يعني لو يقلولوا الحد الادنى افضل,-1
26136,اروع ن روعه,1
26137,ماعندهم ساااااالفة,-1
26138,تطبيق جدآ جميل وجربته ووصلتني الطلبيات كامله وادواني تخفيضات على الاسعار مرررررررره شكرااااا,1
26139,لالا,-1
26140,فوللللللللللللل قوييييي جربه و مراح اتحسف  والله,1
26141,لكن يتاخر جدا,1
26142,انا في تبوك بس الحي اللي انا ساكن فيه مو فيه ضيفو حي الرابيه,1
26143,البرنامج حلو بس مشكلته  اذا طلبت يطول حييل ويوصل جدا بارد,-1
26144,تطبيق جميل ومفيد وخدمه جيده من قبل القائمين عليه اتمنى لهم المزيد من التقدم والتطور والنجاح,1
26145,صراحه فنان احسن عن زحمة شارع و سرعة طلبيه ولا تكلم حد,1
26146,حلو وتوقيتهم حلو وتعاملهم برضو حلو,1
26147,برنامج جباااار,1
26148,وبسرعه يوصل طلبك للمطعم وينفذون الطلب انصحكم فيه والله,1
26149,ممتاز تتطلب عن طريق البنك او كاش او visa,1
26150,جدا جميل يوفر علينا مشوار,1
26151,انصح بتحميلة,1
26153,تطبيق عملي يسهل كشيير من المجهود و الوقت  انصحكم تجربونه,1
26154,استخدامه صعب .. والمطاعم مو كلها موجوده,-1
26155,تحديد العنوان من خلال تحديد المواقع GPS,1
26156,ما يستاهل و مايضمن المطاعم الي عنده و دايم يتاخرؤن يحط لك وقت و يجيك عقب دبل الوقت و مجرد كلام بكلام و اسعار بعض المطاعم عنده دبل لو اتصل على المطعم مباشر افضل سيء جدا جدا اما تضمن المطاعم الي عندك و لا لا تسوي تطبيق و شاقنا اعلانات بكل مكان ع الطل و غير منصف مايحط التعليقات عن المطاعم تلقى المطعم مقيمينه 800 واحد مايطلع لك الا 10 دليل انه مايحط التعليقات السلبيه و هذا اما انه غير منصف او يقف مع المطاعم و ياخذ نسبه بهالحركه لاحد ينزله لانه يرفع الضغط,-1
26157,برنامج مرررررة روعة 😍😍😍❤❤😘😘,1
26158,جميل التطبيق وسهل علينا صعوبة وجد شخص لجلب الطعام,1
26160,التطبيق رايع وسهل الكثير من الوقت والجهد,1
26163,بسييي,-1
26164,فلّه شمعه منوره,1
26165,برنامج فوق الممتاز و الخدمه جدا راقيه,1
26166,روعه البرنامج ما شاء الله,1
26167,تأخير دائم وعند الاتصال بالموظف لانه واجهتني مشكلة يصرفني ويقول احذف التطبيق وحمله واغلب اللي ردو علي صرفوني بهالتصريفه,-1
26170,روووووعه الله يجزاكم خير بس ياليت تضيفون صور للاكل زيادة وتقييم من الناس ومطاعم زيادة لان ماتطلع عندي مطاعم قريبه من بيتي الا قليله لاتفي بالغرض,1
26172,بالعكس مب فاشل يأخذ نص ساعه و الاكل حار,1
26174,برنامج حلوو و يسهل الطلب,1
26175,خدماته مره روعه بس لو تخفضوا الحد الأدنى للطلب يكون افضل,1
26177,في مطاعم مهي موجوده بالموقع ياريت توسع النشاط,1
26178,سريع في التنغيذالطلب,1
26179,التطبيق بدون اعلانات احلا,-1
